Date,CompanyID,ProcessID,TaxAmount,TaxAdjustments,OperationalVolume,CycleTimeHours
2024-01-21,1,30,54424.08,-786.68,115,8.06
2024-01-21,2,10,65341.42,1290.97,124,12.33
2024-01-21,2,20,52992.6,3154.91,130,7.81
2024-01-21,2,30,53348.26,-892.87,124,8.39
2024-01-21,3,10,51595.64,-1400.24,113,10.39
2024-01-21,3,20,31721.76,3131.05,128,7.87
2024-01-21,3,30,32623.83,-4397.61,126,8.88
2024-01-22,1,10,43975.35,487.6,126,6.87
2024-01-22,1,20,57802.41,-198.35,125,11.69
2024-01-22,1,30,37158.98,-91.17,117,8.49
2024-01-22,2,10,34981.53,2887.53,136,7.84
2024-01-22,2,20,63407.55,685.45,153,8.91
2024-01-22,2,30,57712.67,2658.31,129,8.39
2024-01-22,3,10,58508.05,-1352.78,130,11.6
2024-01-22,3,20,51537.25,-1362.1,109,9.68
2024-01-22,3,30,42168.51,-904.61,114,3.15
2024-01-23,1,10,59429.6,850.92,123,6.07
2024-01-23,1,20,49427.46,3006.8,106,9.75
2024-01-23,1,30,52500.59,-4083.47,122,7.51
2024-01-23,2,10,41816.19,-2003.24,88,7.44
2024-01-23,2,20,43145.85,1145.17,122,10.8
2024-01-23,2,30,61095.6,1396.45,96,8.79
2024-01-23,3,10,62594.63,-1070.47,127,10.63
2024-01-23,3,20,52371.2,3471.93,118,8.4
2024-01-23,3,30,42182.98,-967.77,101,7.36
2024-01-24,1,10,55089.99,-48.71,109,12.28
2024-01-24,1,20,50456.04,240.06,122,9.23
2024-01-24,1,30,37726.49,-514.75,100,4.66
2024-01-24,2,10,44201.76,3147.97,134,5.55
2024-01-24,2,20,32427.5,3367.86,134,7.08
2024-01-24,2,30,47928.47,1767.32,120,9.3
2024-01-24,3,10,31083.29,2953.08,138,10.76
2024-01-24,3,20,55928.36,521.35,128,6.9
2024-01-24,3,30,41940.52,-51.11,155,10.35
2024-01-25,1,10,59260.38,-5697.09,111,10.3
2024-01-25,1,20,29123.43,-2589.36,108,10.32
2024-01-25,1,30,49436.95,954.08,129,8.15
2024-01-25,2,10,34604.09,-3113.16,115,7.14
2024-01-25,2,20,45816.17,-698.52,124,7.36
2024-01-25,2,30,74920.98,2060.57,133,8.48
2024-01-25,3,10,49140.78,-74.44,110,9.46
2024-01-25,3,20,50623.35,1465.28,91,7.84
2024-01-25,3,30,60995.93,692.98,114,10.0
2024-01-26,1,10,15244.94,2216.37,120,5.92
2024-01-26,1,20,42514.77,3828.06,109,7.62
2024-01-26,1,30,52609.19,300.84,126,8.73
2024-01-26,2,10,52413.19,2101.31,120,10.21
2024-01-26,2,20,64244.36,3266.86,110,5.71
2024-01-26,2,30,49230.34,657.52,104,8.64
2024-01-26,3,10,55063.05,-488.31,122,9.93
2024-01-26,3,20,57168.8,1402.35,114,7.4
2024-01-26,3,30,66508.48,-346.14,131,8.03
2024-01-27,1,10,69134.06,-1693.92,114,6.02
2024-01-27,1,20,24159.32,3284.03,111,10.02
2024-01-27,1,30,61781.19,-649.66,124,3.0
2024-01-27,2,10,77491.31,2045.14,116,12.88
2024-01-27,2,20,57137.05,1706.83,123,9.52
2024-01-27,2,30,53374.3,-3385.91,115,7.8
2024-01-27,3,10,52158.73,2784.0,113,9.84
2024-01-27,3,20,31153.99,-1964.97,127,7.55
2024-01-27,3,30,51264.51,-2668.05,109,6.8
2024-01-28,1,10,53837.38,-39.28,122,9.1
2024-01-28,1,20,51502.69,-858.81,131,8.24
2024-01-28,1,30,56519.58,-1403.98,131,6.67
2024-01-28,2,10,35073.64,-1385.81,123,6.56
2024-01-28,2,20,60739.09,-1346.98,132,8.56
2024-01-28,2,30,35748.82,619.64,124,9.27
2024-01-28,3,10,54965.59,87.62,110,7.71
2024-01-28,3,20,43310.1,-2739.61,123,7.82
2024-01-28,3,30,80956.51,3355.4,126,6.89
2024-01-29,1,10,56827.8,3256.79,106,7.24
2024-01-29,1,20,47557.04,-1163.36,102,5.97
2024-01-29,1,30,50409.0,-1539.95,111,8.47
2024-01-29,2,10,31329.25,-3987.47,135,8.75
2024-01-29,2,20,70070.87,838.04,114,6.59
2024-01-29,2,30,49330.77,1077.51,122,6.16
2024-01-29,3,10,48665.29,-1807.82,109,6.53
2024-01-29,3,20,64833.12,-2184.63,125,7.37
2024-01-29,3,30,77831.95,786.64,121,8.38
2024-01-30,1,10,46290.6,1416.22,105,9.91
2024-01-30,1,20,40568.13,-2662.47,90,4.33
2024-01-30,1,30,56095.9,777.16,117,12.99
2024-01-30,2,10,50981.95,-197.78,139,9.84
2024-01-30,2,20,46516.71,-1336.18,134,9.98
2024-01-30,2,30,56438.12,-1796.94,101,8.06
2024-01-30,3,10,49890.57,-50.05,124,9.64
2024-01-30,3,20,50124.23,-2623.67,123,5.87
2024-01-30,3,30,46337.3,113.3,116,9.06
2024-01-31,1,10,38727.98,-288.18,114,5.58
2024-01-31,1,20,57199.14,-426.89,124,10.98
2024-01-31,1,30,42639.17,-604.94,97,7.22
2024-01-31,2,10,52044.99,1899.11,131,5.03
2024-01-31,2,20,33597.46,-449.53,121,5.66
2024-01-31,2,30,28376.23,-1153.02,132,2.82
2024-01-31,3,10,32253.06,366.72,129,7.97
2024-01-31,3,20,56951.5,2393.14,104,7.68
2024-01-31,3,30,44680.61,-1769.61,103,7.65
2024-02-01,1,10,70540.5,2942.34,116,7.58
2024-02-01,1,20,42732.61,3652.02,130,9.36
2024-02-01,1,30,44145.06,1484.19,119,8.6
2024-02-01,2,10,50384.05,-1506.84,124,8.92
2024-02-01,2,20,41867.42,-730.64,120,8.37
2024-02-01,2,30,33834.48,-1943.23,100,10.4
2024-02-01,3,10,42117.27,2371.41,125,9.44
2024-02-01,3,20,61952.57,-1513.59,112,5.16
2024-02-01,3,30,68016.0,2656.39,110,9.11
2024-02-02,1,10,42277.78,1855.68,125,8.11
2024-02-02,1,20,53223.11,1076.59,123,10.15
2024-02-02,1,30,37462.29,-3932.71,105,12.11
2024-02-02,2,10,36761.5,-442.51,143,7.45
2024-02-02,2,20,60325.68,-1166.15,135,7.67
2024-02-02,2,30,53390.96,981.95,129,9.47
2024-02-02,3,10,52172.26,-2593.66,129,8.8
2024-02-02,3,20,42183.72,2476.57,131,8.04
2024-02-02,3,30,52889.04,5203.37,128,9.13
2024-02-03,1,10,28870.85,2579.51,126,9.35
2024-02-03,1,20,47491.72,-1701.04,107,6.84
2024-02-03,1,30,57062.94,-2391.77,122,8.89
2024-02-03,2,10,48391.79,29.38,115,6.43
2024-02-03,2,20,57779.37,-1774.98,147,7.13
2024-02-03,2,30,70723.57,-799.27,114,8.45
2024-02-03,3,10,61191.09,-3051.31,116,10.53
2024-02-03,3,20,43377.7,5116.4,130,6.87
2024-02-03,3,30,52214.62,4123.01,122,10.42
2024-02-04,1,10,59340.33,-1102.37,126,6.36
2024-02-04,1,20,49959.51,1392.77,97,9.91
2024-02-04,1,30,36299.73,-387.32,130,6.57
2024-02-04,2,10,27601.56,3026.9,102,9.26
2024-02-04,2,20,64652.4,1164.2,125,7.55
2024-02-04,2,30,38486.73,3769.17,132,11.09
2024-02-04,3,10,51690.63,-3536.88,109,8.65
2024-02-04,3,20,48228.77,1027.2,112,6.93
2024-02-04,3,30,49669.82,3544.5,119,11.32
2024-02-05,1,10,44514.84,-1996.77,129,8.6
2024-02-05,1,20,48798.15,-407.35,128,6.24
2024-02-05,1,30,40077.44,1827.17,137,6.39
2024-02-05,2,10,49743.59,-1494.42,118,3.15
2024-02-05,2,20,60608.54,133.98,115,9.03
2024-02-05,2,30,31249.45,-1058.11,141,9.59
2024-02-05,3,10,34948.53,932.86,109,7.93
2024-02-05,3,20,41184.9,-1620.5,123,8.4
2024-02-05,3,30,63783.65,857.63,121,9.39
2024-02-06,1,10,40068.92,172.29,99,5.86
2024-02-06,1,20,14943.79,-4725.86,133,5.98
2024-02-06,1,30,50249.52,-1456.01,125,7.63
2024-02-06,2,10,66498.52,-965.49,109,6.09
2024-02-06,2,20,53876.95,-504.71,129,7.42
2024-02-06,2,30,31241.71,1766.22,84,7.84
2024-02-06,3,10,53585.03,-1503.58,121,7.15
2024-02-06,3,20,63781.35,1838.46,110,6.66
2024-02-06,3,30,44632.14,2562.03,122,8.14
2024-02-07,1,10,60233.28,-1287.1,107,10.06
2024-02-07,1,20,45982.7,-807.3,133,6.09
2024-02-07,1,30,55083.19,48.44,118,10.82
2024-02-07,2,10,47754.27,1971.46,124,10.37
2024-02-07,2,20,81074.76,388.77,127,7.29
2024-02-07,2,30,52021.53,2635.2,109,5.99
2024-02-07,3,10,63678.54,-4243.71,119,6.78
2024-02-07,3,20,38008.37,-1009.55,120,9.68
2024-02-07,3,30,56560.8,-783.52,103,6.16
2024-02-08,1,10,64605.9,3042.63,118,10.0
2024-02-08,1,20,44820.56,-1807.4,119,8.65
2024-02-08,1,30,44424.59,402.32,126,8.57
2024-02-08,2,10,46893.14,1742.59,111,5.31
2024-02-08,2,20,37996.02,-1355.49,126,9.03
2024-02-08,2,30,52154.98,1269.44,134,10.22
2024-02-08,3,10,58070.88,3799.76,112,7.73
2024-02-08,3,20,38305.65,-4345.34,119,9.69
2024-02-08,3,30,53983.76,381.0,117,9.42
2024-02-09,1,10,44774.16,1477.62,113,9.23
2024-02-09,1,20,43568.44,1616.12,128,8.73
2024-02-09,1,30,72058.2,-38.84,103,7.39
2024-02-09,2,10,37355.81,-2135.61,113,9.9
2024-02-09,2,20,70527.36,-208.9,136,7.66
2024-02-09,2,30,50840.63,2323.76,130,6.15
2024-02-09,3,10,52860.43,1950.4,103,9.0
2024-02-09,3,20,17561.21,1355.75,135,6.69
2024-02-09,3,30,28032.41,-274.9,129,9.91
2024-02-10,1,10,69679.57,1484.25,123,8.15
2024-02-10,1,20,30776.41,4341.89,104,7.65
2024-02-10,1,30,50523.23,3390.1,145,6.75
2024-02-10,2,10,52335.29,-1223.54,112,7.93
2024-02-10,2,20,33124.19,-166.21,106,4.99
2024-02-10,2,30,59120.67,-618.42,110,6.5
2024-02-10,3,10,27497.93,230.05,131,7.68
2024-02-10,3,20,58056.08,-638.11,102,6.41
2024-02-10,3,30,72814.29,-121.32,120,6.58
2024-02-11,1,10,31835.43,534.25,117,9.02
2024-02-11,1,20,44203.27,293.59,123,11.22
2024-02-11,1,30,60762.07,-4303.63,104,6.56
2024-02-11,2,10,48424.92,153.7,105,7.55
2024-02-11,2,20,42199.97,-2180.8,142,10.82
2024-02-11,2,30,58498.57,466.43,123,9.91
2024-02-11,3,10,53445.49,-2287.45,127,8.22
2024-02-11,3,20,43415.3,185.69,113,8.32
2024-02-11,3,30,37667.9,1938.91,115,8.85
2024-02-12,1,10,35676.36,1838.31,126,10.0
2024-02-12,1,20,41952.56,577.39,118,8.52
2024-02-12,1,30,59521.86,-3497.06,138,10.61
2024-02-12,2,10,30050.1,-2181.93,127,7.18
2024-02-12,2,20,46303.59,1559.32,118,10.62
2024-02-12,2,30,66748.21,-3366.88,115,6.39
2024-02-12,3,10,35187.81,-1184.93,126,7.95
2024-02-12,3,20,53361.93,-947.68,126,7.97
2024-02-12,3,30,44763.37,-219.22,120,7.82
2024-02-13,1,10,45559.87,-517.59,107,11.2
2024-02-13,1,20,58363.45,-667.64,113,10.35
2024-02-13,1,30,54435.71,-3141.75,149,5.75
2024-02-13,2,10,70790.18,4462.6,121,9.28
2024-02-13,2,20,56010.13,-1575.57,118,6.76
2024-02-13,2,30,26248.4,1495.82,97,5.85
2024-02-13,3,10,52870.96,-5060.58,118,7.43
2024-02-13,3,20,35245.4,993.4,124,7.07
2024-02-13,3,30,48728.62,507.48,119,8.94
2024-02-14,1,10,53696.61,-783.3,121,8.54
2024-02-14,1,20,45881.69,754.2,112,7.94
2024-02-14,1,30,28723.61,2523.84,119,6.19
2024-02-14,2,10,42154.8,-4271.35,129,14.28
2024-02-14,2,20,49341.27,571.11,122,9.04
2024-02-14,2,30,57742.59,-394.68,122,7.7
2024-02-14,3,10,57122.68,-5880.78,133,9.31
2024-02-14,3,20,52336.83,-1545.76,126,8.81
2024-02-14,3,30,42479.39,1724.79,113,9.91
2024-02-15,1,10,56157.03,1450.19,113,9.03
2024-02-15,1,20,59604.91,1508.58,128,10.38
2024-02-15,1,30,58499.65,-53.04,133,6.24
2024-02-15,2,10,41897.86,-289.04,101,6.42
2024-02-15,2,20,46304.46,2.41,121,6.37
2024-02-15,2,30,30709.28,-1525.45,130,6.46
2024-02-15,3,10,38721.16,-529.03,117,3.99
2024-02-15,3,20,50719.19,554.75,111,10.72
2024-02-15,3,30,34294.16,-6039.02,105,8.37
2024-02-16,1,10,52515.91,-983.27,123,9.61
2024-02-16,1,20,38317.45,2120.42,132,13.52
2024-02-16,1,30,49693.11,-3538.15,106,6.61
2024-02-16,2,10,45088.61,-1644.84,124,10.24
2024-02-16,2,20,46065.26,310.38,94,9.65
2024-02-16,2,30,39594.44,-2691.74,114,6.36
2024-02-16,3,10,53150.74,387.18,133,9.7
2024-02-16,3,20,48351.54,530.72,116,6.83
2024-02-16,3,30,67072.98,1852.43,120,9.93
2024-02-17,1,10,64833.57,-1235.3,145,7.37
2024-02-17,1,20,48326.64,-900.38,130,8.0
2024-02-17,1,30,57214.48,-1101.07,118,5.56
2024-02-17,2,10,44561.02,2904.94,116,8.65
2024-02-17,2,20,53605.69,2078.22,110,7.85
2024-02-17,2,30,31354.89,1635.78,110,8.75
2024-02-17,3,10,39175.38,-2378.82,128,11.29
2024-02-17,3,20,46056.58,1206.37,127,6.91
2024-02-17,3,30,48046.49,1481.65,104,6.97
2024-02-18,1,10,47256.8,-1988.7,115,2.88
2024-02-18,1,20,47707.67,-38.52,121,7.47
2024-02-18,1,30,58584.58,1436.37,126,8.88
2024-02-18,2,10,50235.4,1345.72,105,9.18
2024-02-18,2,20,51222.28,3098.04,105,5.52
2024-02-18,2,30,32389.7,346.68,133,8.49
2024-02-18,3,10,30789.15,-1656.99,130,7.79
2024-02-18,3,20,30281.73,41.77,128,8.46
2024-02-18,3,30,34878.02,-1232.72,149,7.25
2024-02-19,1,10,46187.42,-2222.92,124,8.49
2024-02-19,1,20,68966.49,-2030.19,131,6.38
2024-02-19,1,30,34909.07,1974.67,138,7.85
2024-02-19,2,10,39978.29,4179.08,127,4.78
2024-02-19,2,20,52216.89,-380.08,120,7.29
2024-02-19,2,30,23457.66,3066.87,131,5.15
2024-02-19,3,10,46800.17,-3196.25,133,8.92
2024-02-19,3,20,52276.47,-1323.96,118,8.85
2024-02-19,3,30,50229.77,3608.7,129,7.62
2024-02-20,1,10,38522.76,944.81,111,10.97
2024-02-20,1,20,54267.36,-2500.82,120,9.21
2024-02-20,1,30,44359.49,531.76,114,7.13
2024-02-20,2,10,49206.41,-716.68,119,6.7
2024-02-20,2,20,42207.52,2642.61,117,10.84
2024-02-20,2,30,42794.92,-1369.26,122,9.58
2024-02-20,3,10,35465.94,1461.53,122,8.03
2024-02-20,3,20,38552.73,-814.07,110,9.37
2024-02-20,3,30,73717.29,-3128.48,145,11.23
2024-02-21,1,10,51252.27,-378.24,113,9.84
2024-02-21,1,20,32585.89,-24.18,130,5.5
2024-02-21,1,30,54363.58,-5208.43,114,8.4
2024-02-21,2,10,64829.39,-2142.11,131,9.36
2024-02-21,2,20,64310.09,-3557.18,107,8.64
2024-02-21,2,30,54172.12,-974.46,118,6.65
2024-02-21,3,10,50409.83,1358.75,113,5.7
2024-02-21,3,20,29290.32,-1355.13,128,10.39
2024-02-21,3,30,38226.01,1566.78,131,7.5
2024-02-22,1,10,70866.8,1957.72,129,8.17
2024-02-22,1,20,40300.81,836.8,127,10.8
2024-02-22,1,30,57805.4,-3006.16,145,10.1
2024-02-22,2,10,38023.27,3991.33,129,14.22
2024-02-22,2,20,56414.07,1775.31,116,7.36
2024-02-22,2,30,71542.54,1331.85,139,8.84
2024-02-22,3,10,43300.38,-2200.31,112,8.88
2024-02-22,3,20,59347.24,-11.19,128,9.34
2024-02-22,3,30,58346.45,1698.2,116,7.41
2024-02-23,1,10,49140.81,-3035.75,132,7.29
2024-02-23,1,20,56007.99,99.55,127,8.01
2024-02-23,1,30,42076.15,984.04,127,6.95
2024-02-23,2,10,44253.95,-1725.55,122,9.39
2024-02-23,2,20,45295.85,1367.14,126,5.27
2024-02-23,2,30,45568.67,286.78,122,4.45
2024-02-23,3,10,54903.83,-3044.72,114,10.23
2024-02-23,3,20,43570.38,-3414.72,128,5.77
2024-02-23,3,30,64829.74,320.04,97,9.0
2024-02-24,1,10,45682.78,-2652.1,126,7.17
2024-02-24,1,20,53123.37,687.58,113,7.9
2024-02-24,1,30,47235.19,-1848.47,99,9.78
2024-02-24,2,10,62422.99,-2993.06,117,6.7
2024-02-24,2,20,38937.68,-2007.91,110,8.41
2024-02-24,2,30,50832.13,-1093.36,123,7.46
2024-02-24,3,10,34405.03,1659.46,123,9.62
2024-02-24,3,20,36220.84,-2245.09,127,6.16
2024-02-24,3,30,56617.72,681.18,123,8.78
2024-02-25,1,10,34082.33,-458.78,127,7.91
2024-02-25,1,20,56864.69,-124.38,123,10.25
2024-02-25,1,30,45991.07,-47.1,109,7.65
2024-02-25,2,10,48422.33,1652.09,103,7.13
2024-02-25,2,20,30721.07,3499.17,127,10.76
2024-02-25,2,30,43964.3,526.97,124,8.59
2024-02-25,3,10,47187.11,-1567.53,128,6.62
2024-02-25,3,20,49193.86,-1431.52,112,9.36
2024-02-25,3,30,67846.95,999.37,126,8.94
2024-02-26,1,10,55786.99,-2475.32,141,9.74
2024-02-26,1,20,60647.49,1366.66,121,7.58
2024-02-26,1,30,40568.17,-2762.09,123,8.61
2024-02-26,2,10,58658.75,-2677.21,130,9.39
2024-02-26,2,20,73910.18,-1533.31,127,6.9
2024-02-26,2,30,60315.05,50.78,118,4.16
2024-02-26,3,10,44082.53,2887.26,97,5.49
